Player_ID,Player_Name,Position,Season_Year,Team_name
0268a19e-6227-4fba-83fd-6aa52176dc3a,Steve Maneri,TE,2014,Patriots
05526dc5-8397-4741-81bb-46ef2aba446e,Bruce Gaston,DT,2014,Patriots
0ad26168-7f0e-4eb9-8776-7166b5ebab16,Brandon Browner,CB,2014,Patriots
10616740-2c72-4207-b8ed-9da09ecba854,Ryan Wendell,G,2014,Patriots
170b4c5f-a345-4899-8d81-e8982b0f3d65,Stevan Ridley,RB,2014,Patriots
191d31c5-46ff-4e35-ab6e-fc77e1fad7cf,Darius Fleming,OLB,2014,Patriots
1dae3683-fa88-45af-bb18-34dcc09210c7,Vince Wilfork,NT,2014,Patriots
2142a164-48ad-47d6-bb27-0bc58c6b2e62,Rob Gronkowski,TE,2014,Patriots
248b6e0b-bb1b-4dd7-8eb2-b5f7e98c77b1,Cameron Fleming,T,2014,Patriots
28a2a255-9227-4a5f-a4ec-0ee4b2bf629b,Jerod Mayo,MLB,2014,Patriots
2979c3a5-0e4e-489e-82d7-d208e48b828b,Darrelle Revis,CB,2014,Patriots
2b4e17f2-27b8-4c98-9b27-1d4c0d7949de,Kenbrell Thompkins,WR,2014,Patriots
2bb70d56-a79a-4fa1-ae37-99858a3ffd55,Julian Edelman,WR,2014,Patriots
39f70428-a78a-494c-8676-438d953c289e,James White,RB,2014,Patriots
41394335-4210-4a64-8fa2-8dbf865073a3,Deontae Skinner,OLB,2014,Patriots
41c44740-d0f6-44ab-8347-3b5d515e5ecf,Tom Brady,QB,2014,Patriots
42de9d1d-0352-460b-9172-9452414fd7fd,Jimmy Garoppolo,QB,2014,Patriots
4730e619-a3cf-49e3-9b0c-120bc2aa0fca,Joe Vellano,NT,2014,Patriots
5197def5-f444-4561-ad28-7aac10dc748e,Chandler Jones,OLB,2014,Patriots
5707d2b0-ea9e-4a5e-8289-9d52197301d9,Brandon LaFell,WR,2014,Patriots
5b0ed7fc-21ed-426f-b8b6-145116cbc9ee,Sebastian Vollmer,T,2014,Patriots
5b59a91a-3a9c-4473-b2eb-7673c8ec80b8,Josh Boyce,WR,2014,Patriots
600ae879-d95a-4ac4-ae4e-72c05a05f1ad,Shane Vereen,RB,2014,Patriots
6310d6aa-02d4-46de-8839-9251cb319dea,Tim Wright,TE,2014,Patriots
63175907-f9fc-4a3a-a376-d8e3a76d7964,Zach Moore,DE,2014,Patriots
64e89f8b-3e8f-4e07-bb73-c48f2a1dd8e2,Patrick Chung,SS,2014,Patriots
688fbca7-40bf-496f-9b8c-eaba35fd6939,Kyle Arrington,CB,2014,Patriots
690fbf24-aab0-40cf-aeb4-7e24d90108a1,Sealver Siliga,DT,2014,Patriots
6a8a9040-0b42-40c0-a827-94e4150add24,Jordan Devey,G,2014,Patriots
6ea7596c-c72d-4db6-a452-579ebbd13d15,Kelcy Quarles,DE,2014,Patriots
82c8a0df-7bda-4822-ace5-c7ac101581b3,Don Jones,FS,2014,Patriots
86e6715b-d60c-4e05-898b-777c9f861db1,Bryan Stork,C,2014,Patriots
88d2dbf4-3b9f-43ea-bac6-a8722cb24f43,Devin McCourty,FS,2014,Patriots
9277ab2c-45d0-4dec-8898-4510d27069a1,Jonathan Casillas,OLB,2014,Patriots
93927d6e-9271-4c1e-8239-cc20fd788ba9,Nate Ebner,FS,2014,Patriots
973bfe3c-6d0d-4130-a79c-f860650b1da6,Danny Amendola,WR,2014,Patriots
99b8d78e-6d23-4e85-8eef-d286ba5ddc0c,Marcus Cannon,T,2014,Patriots
9d04accc-a404-406f-b93c-0878410e55a6,James Develin,FB,2014,Patriots
9d404288-65c5-414f-8ea5-ceb97eccaea0,Matthew Slater,WR,2014,Patriots
